RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20210803,한국어,관광지,자연,오름,숲길,오름,환상숲곶자왈,도립공원,드림,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210803
20210804,한국어,관광지,자연,해수욕장/해변,통제,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210804
20210804,한국어,관광지,자연,해수욕장/해변,이용,도로,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210804
20210824,한국어,관광지,자연,계곡,체험,쇠소깍,매표소,문자,마을,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,관광지,자연,동굴,만장굴,탐방,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210824,한국어,관광지,자연,계곡,쇠소깍,통제,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210824,한국어,관광지,자연,해수욕장/해변,연락처,체험,문자,제주,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,관광지,자연,해수욕장/해변,해수,함덕,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210824,한국어,관광지,자연,해수욕장/해변,해수,김녕,함덕,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210830,한국어,관광지,자연,해수욕장/해변,대여,편의시설,물품,해수,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210801,한국어,관광지,자연,해수욕장/해변,폭포,서귀포,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210801
20210802,한국어,관광지,자연,해수욕장/해변,사전예약,유선,통제,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210802
20210802,한국어,관광지,자연,폭포,폭포,이용,방문,통제,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210802,한국어,관광지,자연,산,성산,일출봉,이용,성산일출봉,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210802
20210802,한국어,관광지,자연,산,오름,성산,일출봉,자연,탐방,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210802
20210831,한국어,관광지,자연,산,국립공원,한라산,한라,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210831
20210831,한국어,관광지,자연,해수욕장/해변,해수,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210831
20210803,한국어,관광지,자연,폭포,폭포,청소년,서귀포,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210803
20210827,한국어,관광지,자연,오름,오름,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210827
20210828,한국어,관광지,자연,오름,연락처,오름,문자,안전,한라산,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210828,한국어,관광지,자연,폭포,폭포,천지연,매표소,문자,요금,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210828,한국어,관광지,자연,오름,오름,거문오름,탐방,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210828,한국어,관광지,자연,오름,오름,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210828,한국어,관광지,자연,오름,오름,이용시간,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210829,한국어,관광지,자연,동굴,만장굴,신분증,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210829
20210829,한국어,관광지,자연,해수욕장/해변,문자,제주,관광정보,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210829
20210829,한국어,관광지,자연,해수욕장/해변,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210829
20210829,한국어,관광지,자연,계곡,편의시설,탐방,안덕,이용,통제,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210829,한국어,관광지,자연,해수욕장/해변,유선,해수,이용,통제,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210829
20210830,한국어,관광지,자연,산,연락처,성판악,영실,유선,드림,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210830,한국어,관광지,자연,오름,오름,탐방,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210830,한국어,관광지,자연,계곡,폭포,이용,통제,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210830,영어,관광지,자연,동굴,만장굴,사무실,보관,보관함,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210826,한국어,관광지,자연,해수욕장/해변,해수,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210826
20210826,한국어,관광지,자연,해수욕장/해변,해수,함덕,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210826
20210826,한국어,관광지,자연,계곡,폭포,입장료,무료,이용,통제,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210826,한국어,관광지,자연,계곡,폭포,탐방,도로,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210826,한국어,관광지,자연,해수욕장/해변,편의시설,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210826,한국어,관광지,자연,오름,오름,박물관,폐쇄,탐방,안전,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210826
20210827,한국어,관광지,자연,계곡,이용,돈내코,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210827
20210827,한국어,관광지,자연,산,사전예약,오름,성판악,탐방,한라산,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210827
