RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20221101,한국어,관광지,도보,생태/숲길,소요시간,솔동산,문자,안전,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,문화관광,박물관,박물관,해녀,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,이색힐링여행,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,이색힐링여행,체험,마을,성읍,민속마을,문의처,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,휠체어,대여,휠체어,신분증,관광정보,선착순,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,이색힐링여행,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,휠체어,대여,휠체어,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,영어,관광지,자연,섬속의 섬,동반,숙박,제주,문의처,케이지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,해수욕장/해변,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,섬속의 섬,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,섬속의 섬,케이지,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,시티투어,시티투어,관광지,서귀포,시내,제주,교통,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,문화관광,기타,알뜨르비행장,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,다랑쉬오름,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,무장애여행,휠체어,대여,휠체어,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,제주마을이야기,체험,해녀,유선,카페,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,산,성판악,영실,한라산,인터넷,한라,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,일정별여행,메일,리스트,관광지,제주,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221102
20221101,한국어,관광지,도보,제주올레,소요시간,안내소,숲길,자연휴양림,쇠소깍,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,시티투어,시티투어,오름,매표소,관광지,카드,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,산,오름,영실,매표소,주차장,탐방,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,무장애여행,유모차,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,유모차,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,영어,관광지,자연,섬속의 섬,동반,숙박,제주,문의처,케이지,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,유모차,제주,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,계곡,인원,체험,쇠소깍,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,"레저, 체험",농어촌체험마을,사전예약,연락처,체험,농업기술센터,박물관,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,무장애여행,유모차,유모차,제주,이용시간,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,유모차,제주,이용,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,무장애여행,휠체어,대여,휠체어,선착순,방문,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,도보,생태/숲길,해설사,해설,숲길,사려니,비자림,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,도보,생태/숲길,숲길,사려니,탐방,사려니숲길,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,이용,통제,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,다랑쉬오름,성산,일출봉,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,통제,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,관광진흥,제주,통제,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,다랑쉬오름,성산,일출봉,문자,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,방문,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,자연,오름,오름,입장료,탐방,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,테마공원,유선,문자,정원,안덕,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20221101
20221101,한국어,관광지,테마/추천관광,테마공원,문자,제주,관광정보,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20221101
